,year,manufacturer,model,condition,cylinders,fuel,title_status,transmission,drive,size,type,paint_color,state,price_log,odometer_log
330327,2010,chevrolet,silverado 2500hd,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,truck,red,ny,9.79784922051313,11.717465030330615
233807,2012,bmw,x6,like new,6 cylinders,gas,rebuilt,automatic,4wd,full-size,SUV,white,sc,9.878169744551839,11.492824793263226
262811,2005,lexus,ls 430,excellent,8 cylinders,gas,clean,automatic,rwd,full-size,sedan,blue,nj,8.987196820661973,12.388435868122764
405331,1996,toyota,4runner sr5,excellent,6 cylinders,gas,clean,automatic,rwd,mid-size,SUV,blue,ca,8.00469951054955,12.637501103215811
257086,2014,nissan,altima,good,4 cylinders,gas,clean,automatic,fwd,compact,sedan,grey,ky,8.7787879291047,11.630672944438942
505091,2011,ford,f-150 xlt crewcab,like new,6 cylinders,gas,clean,automatic,rwd,full-size,truck,red,nv,9.371608519572305,11.717831723213141
188024,2016,toyota,camry xse,excellent,4 cylinders,gas,clean,automatic,fwd,full-size,sedan,black,nm,9.612466578818832,11.293711681991866
267777,2012,subaru,impreza 2.0 sport premium,like new,4 cylinders,gas,clean,automatic,4wd,compact,hatchback,silver,ca,9.392578591964389,11.652774360086626
355098,2008,dodge,sprinter van,good,4 cylinders,diesel,clean,automatic,rwd,mid-size,van,white,id,9.531553927636756,11.595104350927873
487290,2018,jeep,grand cherokee overland 4x4,excellent,8 cylinders,gas,clean,automatic,4wd,mid-size,SUV,silver,or,10.504930543885733,10.15851729271266
267868,1997,toyota,tacoma exteneded cab,good,6 cylinders,gas,clean,manual,rwd,compact,pickup,green,ca,8.15908865466791,12.483742260198948
211917,2007,acura,tl,good,6 cylinders,gas,clean,automatic,fwd,mid-size,sedan,silver,ia,8.83927669058535,11.640157055446222
202769,2003,ford,explorer,good,6 cylinders,gas,clean,automatic,rwd,mid-size,SUV,grey,fl,8.160518247477505,12.170497280016253
213213,2000,bmw,z3 roadster,good,6 cylinders,gas,clean,manual,rwd,compact,convertible,red,ar,8.612503371220562,11.184560277242912
115845,2016,ford,f-150,excellent,6 cylinders,gas,clean,automatic,4wd,full-size,pickup,grey,co,10.461673747661957,10.516237796024043
162598,2012,ford,f150,good,8 cylinders,gas,clean,automatic,4wd,full-size,truck,silver,wa,8.895629627136483,12.322646061002066
109474,1999,ford,windstar,good,6 cylinders,gas,clean,automatic,fwd,full-size,van,red,az,7.313220387090301,12.165302732986962
512032,2013,ford,f-150,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,truck,white,mo,9.51044496442652,11.918457237522937
55864,2012,ford,f350 super duty,excellent,8 cylinders,gas,clean,automatic,rwd,full-size,truck,white,ny,9.104424146384634,11.781332970677312
51677,2014,dodge,caravan,good,6 cylinders,gas,clean,automatic,fwd,full-size,van,white,wv,8.846496938558838,12.04089724957119
274292,2017,cadillac,xt5,excellent,6 cylinders,gas,clean,automatic,4wd,mid-size,SUV,black,mn,10.105611736626262,10.485339977950055
516697,2014,toyota,tacoma sr5,excellent,4 cylinders,gas,clean,automatic,rwd,mid-size,pickup,silver,fl,9.769956159911606,11.52297480082323
101270,2001,ram,1500 laramie,excellent,8 cylinders,gas,clean,automatic,rwd,full-size,pickup,white,ks,7.822444729489319,12.417184100620545
298394,2007,dodge,nitro 4x4,good,6 cylinders,gas,clean,automatic,4wd,mid-size,SUV,black,hi,8.411832675758411,12.283079981890959
258197,2007,lexus,gx 470 sport utility,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,SUV,black,ny,9.047821442478408,11.957675386741295
207603,2014,fiat,500l easy hatchback 4d,excellent,4 cylinders,gas,clean,automatic,fwd,mid-size,hatchback,red,mi,9.104979856318357,11.127410032169685
338481,2008,ford,f150,excellent,8 cylinders,gas,clean,automatic,rwd,full-size,truck,brown,tx,8.824677891164198,12.323900124643377
341401,2010,infiniti,fx35 awd,good,6 cylinders,gas,rebuilt,automatic,4wd,full-size,SUV,custom,wi,9.093806555720231,12.175664983108748
122941,2010,bmw,x3 xdrive30i,excellent,6 cylinders,gas,clean,automatic,4wd,mid-size,SUV,white,ct,9.104424146384634,11.69983647409799
342320,2004,chevrolet,silverado 2500hd,good,8 cylinders,gas,clean,automatic,4wd,full-size,truck,white,oh,8.986571625268054,11.799974837309499
351933,2016,gmc,canyon 4wd,like new,6 cylinders,gas,rebuilt,automatic,4wd,mid-size,truck,grey,tx,9.674074388208323,11.018793064145898
82960,2013,nissan,frontier,like new,6 cylinders,gas,clean,automatic,4wd,full-size,truck,grey,ks,9.647304147143718,11.569919976490036
498057,2012,ford,e150 cargo van,excellent,8 cylinders,gas,clean,automatic,rwd,full-size,van,white,sc,9.47231994707559,11.433990476882085
42318,1998,gmc,sierra 1500,good,8 cylinders,gas,clean,automatic,4wd,full-size,truck,blue,wi,8.517193191416238,12.121978826507982
11613,2013,chevrolet,avalanche,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,truck,blue,ma,9.732105935780508,11.773811714634846
394109,2012,ram,1500 quad cab,good,8 cylinders,gas,clean,automatic,4wd,full-size,truck,red,mt,9.798071479779479,11.136193575684937
143888,2006,chevrolet,express 3500 cargo,fair,8 cylinders,gas,clean,automatic,rwd,full-size,van,white,tx,7.937374696163295,12.77226674882572
350411,2007,chevrolet,tahoe,excellent,8 cylinders,gas,clean,automatic,rwd,full-size,SUV,brown,tx,8.881836305004146,11.795544743079548
232184,2004,chevrolet,malibu,good,4 cylinders,gas,clean,automatic,fwd,mid-size,sedan,silver,ca,8.00469951054955,12.278439817656075
72650,2007,gmc,envoy,good,6 cylinders,gas,salvage,automatic,fwd,full-size,SUV,grey,tx,8.116715624819111,11.95124490994934
377305,2007,honda,odyssey ex-l,excellent,6 cylinders,gas,clean,automatic,fwd,full-size,mini-van,blue,in,8.698681067461614,11.87066983686698
383241,2007,bmw,335i,good,6 cylinders,gas,clean,automatic,rwd,mid-size,coupe,blue,ca,8.411832675758411,12.013761357106851
523048,2015,ford,mustang gt,excellent,8 cylinders,gas,clean,manual,rwd,full-size,coupe,grey,sd,10.275051108968611,9.616471924627508
291496,2011,ram,2500 laramie,excellent,6 cylinders,diesel,clean,automatic,4wd,full-size,pickup,brown,mn,10.308785980087194,11.482187868223361
523747,1994,chevrolet,camaro,excellent,8 cylinders,gas,clean,automatic,rwd,full-size,convertible,green,sd,8.852950887099581,11.37377833356007
518556,2007,ford,f-150,good,8 cylinders,gas,clean,automatic,4wd,full-size,truck,red,ga,9.104424146384634,12.417346024273897
486277,2019,toyota,4runner limited 4x4,excellent,6 cylinders,gas,clean,automatic,4wd,full-size,SUV,white,vt,10.59162219127253,10.043684183029411
468400,2009,audi,q5 3.2 quattro premium,excellent,6 cylinders,gas,clean,automatic,4wd,full-size,SUV,black,mi,8.922658299524402,11.813104128751291
147556,2009,nissan,rogue,excellent,4 cylinders,gas,clean,automatic,4wd,full-size,SUV,silver,nj,8.575462099540212,11.842301151971139
400161,2009,rover,sport,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,SUV,white,or,9.305559638557117,11.846815799921488
360877,2000,mercedes-benz,benz c230,excellent,4 cylinders,gas,clean,automatic,fwd,mid-size,sedan,white,or,8.160518247477505,11.736149013084608
275009,2008,gmc,sierra 1500,fair,8 cylinders,gas,clean,automatic,4wd,full-size,truck,black,me,9.350102314351341,12.154831981336578
415670,2008,toyota,rav4,excellent,4 cylinders,gas,clean,automatic,4wd,mid-size,SUV,red,nc,8.985695694535705,11.864624047335425
58807,2019,ram,promaster 1500,good,6 cylinders,gas,clean,automatic,fwd,full-size,van,white,tx,9.99857043378282,10.49213495800589
270958,2004,chevrolet,suburban,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,SUV,silver,ny,8.824677891164198,11.957675386741295
538105,2004,toyota,highlander limited,excellent,6 cylinders,gas,clean,automatic,4wd,sub-compact,SUV,white,ny,8.779557455883728,11.867868910730813
145887,2008,pontiac,grand prix,good,6 cylinders,gas,clean,automatic,fwd,mid-size,sedan,black,sd,8.242756345714477,12.031778780423448
188228,2008,ford,edge,excellent,6 cylinders,gas,clean,automatic,4wd,full-size,SUV,blue,nm,8.698681067461614,11.777095789836036
43595,2016,nissan,altima,excellent,4 cylinders,gas,clean,automatic,fwd,mid-size,sedan,white,mt,9.429475901892854,10.434409878001242
176401,2018,ford,focus st,excellent,4 cylinders,gas,clean,manual,fwd,compact,hatchback,grey,az,10.085809109330082,9.533148246403337
84097,2012,toyota,scion iq,salvage,4 cylinders,gas,rebuilt,automatic,rwd,sub-compact,hatchback,black,al,8.496990484098719,11.456810036443716
491354,2017,jeep,wrangler unlimited,like new,6 cylinders,gas,clean,automatic,4wd,full-size,offroad,white,ca,10.402746539930654,9.231122911158712
428378,2003,chevrolet,suburban 1500 lt,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,SUV,red,pa,8.1886891244442,12.17848559810184
144309,2015,ram,promaster city,good,4 cylinders,gas,clean,automatic,fwd,full-size,truck,white,md,9.79757132694458,11.19237578889283
147780,2002,toyota,sequoia limited 4wd,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,SUV,silver,nj,8.699514748210191,11.678524645619794
261614,2011,chevrolet,impala,excellent,6 cylinders,gas,clean,automatic,fwd,full-size,sedan,blue,mi,8.852950887099581,11.532826126676564
225205,2007,ford,focus se,good,4 cylinders,gas,rebuilt,automatic,fwd,compact,sedan,grey,mi,7.7406644019172415,11.326716361449082
399326,2019,dodge,grand caravan,like new,6 cylinders,gas,clean,automatic,fwd,full-size,mini-van,grey,tx,9.951706124806602,9.160099155539436
34938,2010,jeep,patriot,like new,4 cylinders,gas,clean,automatic,4wd,mid-size,SUV,black,ny,8.574518258035507,11.752021102498365
182826,2000,jeep,cherroke xj,good,6 cylinders,gas,clean,automatic,4wd,full-size,SUV,grey,nj,8.594154232552366,12.172246953046077
142884,2006,bmw,6-series,excellent,8 cylinders,gas,clean,automatic,rwd,sub-compact,coupe,silver,in,9.190137664658664,11.642355960398445
316776,2005,gmc,envoy,excellent,6 cylinders,gas,clean,automatic,4wd,mid-size,SUV,black,wi,8.474285690404962,12.175664983108748
206626,2015,cadillac,cts,excellent,4 cylinders,gas,rebuilt,automatic,4wd,mid-size,sedan,grey,mi,9.503009985939002,10.387116681613646
70455,2014,kia,sportage lx,excellent,4 cylinders,gas,clean,automatic,4wd,full-size,SUV,silver,ct,9.104424146384634,11.681004408901066
290216,2015,jeep,wrangler unlimited,like new,6 cylinders,gas,clean,automatic,4wd,full-size,SUV,brown,me,10.034515814942532,11.28363807889553
197392,2007,lincoln,mark lt,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,pickup,black,ma,8.986571625268054,11.889387349807599
88651,2008,nissan,350z,like new,6 cylinders,gas,clean,automatic,rwd,compact,coupe,black,al,9.126958763037132,11.736149013084608
428408,2016,nissan,maxima platinum,excellent,6 cylinders,gas,rebuilt,automatic,fwd,full-size,sedan,black,mt,9.849559210510572,9.952753793839046
368320,2016,nissan,rogue,good,4 cylinders,gas,clean,automatic,fwd,full-size,SUV,black,nc,9.601368432286577,11.537130153667047
209788,1997,lincoln,town car signature,good,8 cylinders,gas,clean,automatic,rwd,full-size,sedan,black,mi,8.039157390473237,11.987779810446453
118547,2014,chevrolet,cruze lt,good,4 cylinders,gas,clean,manual,fwd,compact,sedan,white,az,8.699514748210191,11.232020376797472
41035,2013,ford,explorer,excellent,6 cylinders,gas,lien,automatic,4wd,mid-size,SUV,black,mo,9.296518068217235,11.842301151971139
75048,2016,nissan,altima,like new,4 cylinders,gas,salvage,automatic,fwd,full-size,sedan,silver,ca,9.047821442478408,10.692172159805137
162122,2010,chevrolet,camaro,excellent,6 cylinders,gas,clean,automatic,rwd,full-size,coupe,red,tx,9.159047077588632,11.761830325907336
388384,2014,gmc,acadia,good,6 cylinders,gas,clean,automatic,4wd,full-size,SUV,white,oh,9.648530784697051,11.59807511001191
74812,1995,chevrolet,corvette,excellent,8 cylinders,gas,clean,automatic,rwd,mid-size,convertible,green,ca,9.047821442478408,11.719036787886921
515991,2008,ford,e-250 cargo van,excellent,8 cylinders,gas,clean,automatic,rwd,full-size,van,white,nj,8.986571625268054,11.445823661429493
534948,2009,subaru,legacy,good,4 cylinders,gas,clean,automatic,4wd,mid-size,sedan,green,ny,8.229511118964457,11.964064776569566
226841,2011,ford,crown victoria police,good,8 cylinders,gas,clean,automatic,rwd,full-size,sedan,white,ny,7.090076835776092,12.44873643133029
271630,2008,chevrolet,avalanche ltz,like new,8 cylinders,gas,clean,automatic,4wd,full-size,pickup,black,oh,9.305195902988862,11.678524645619794
460220,2017,ram,3500 tradesman,like new,6 cylinders,diesel,clean,automatic,4wd,full-size,truck,black,ar,10.534732733279633,10.46278900535916
232676,2007,toyota,4runner,good,6 cylinders,gas,clean,automatic,4wd,full-size,SUV,blue,mn,8.942460926820582,12.26219302079445
420498,2009,chevrolet,silverado 1500,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,truck,silver,tx,9.648595302907339,12.075724751620625
15728,2008,buick,enclave,good,6 cylinders,gas,clean,automatic,fwd,mid-size,SUV,white,tx,8.980927207648378,11.554556731941181
157644,2015,nissan,titan crew cab,good,8 cylinders,gas,rebuilt,automatic,4wd,full-size,truck,grey,ia,9.878169744551839,10.915270265869504
337705,2018,toyota,4runner trail,like new,6 cylinders,gas,rebuilt,automatic,4wd,mid-size,SUV,white,tx,9.952230096524119,9.813508138916603
89508,2004,jeep,wrangler,good,6 cylinders,gas,clean,automatic,4wd,full-size,SUV,white,al,9.328123407632566,11.673980823971016
270516,2015,ram,1500,good,8 cylinders,gas,clean,automatic,4wd,full-size,pickup,grey,wa,10.308785980087194,10.570059724910275
482379,2019,chevrolet,spark,excellent,4 cylinders,gas,clean,manual,fwd,compact,hatchback,red,ut,9.66459564425378,7.454141078146678
461118,2011,gmc,sierra 1500,like new,8 cylinders,gas,clean,automatic,4wd,full-size,truck,white,mi,9.83622532547696,11.552242327347178
180318,2007,ford,fusion sel,good,6 cylinders,gas,clean,manual,4wd,full-size,sedan,red,nj,8.292798858200374,11.427857652580165
421213,2010,nissan,frontier crew cab pro-4x,excellent,6 cylinders,gas,clean,automatic,4wd,mid-size,pickup,blue,mi,9.305195902988862,12.001566827600335
524605,2001,toyota,4runner,good,6 cylinders,gas,clean,automatic,4wd,mid-size,SUV,silver,nj,7.600902459542082,12.542580595799361
241561,2002,lincoln,ls,good,8 cylinders,gas,clean,automatic,fwd,full-size,other,silver,fl,7.600902459542082,11.6916739793774
491696,2012,kia,sadona ex,excellent,6 cylinders,gas,clean,automatic,fwd,full-size,mini-van,black,ri,8.83927669058535,11.599194900122404
422553,2018,ford,transit 150 xl,like new,6 cylinders,gas,clean,automatic,rwd,full-size,van,blue,nc,10.769179485646914,8.827468112520654
428192,2007,honda,pilot,excellent,6 cylinders,gas,clean,automatic,4wd,full-size,SUV,grey,il,8.411832675758411,11.703628465792098
331168,2015,subaru,outback,excellent,4 cylinders,gas,clean,automatic,4wd,full-size,wagon,grey,ma,9.74090979777877,11.245830026126836
525219,2004,lexus,rx,good,6 cylinders,gas,clean,automatic,fwd,mid-size,SUV,blue,nc,8.070906088787819,12.400857873739328
160037,2011,honda,crv ex-l,excellent,4 cylinders,gas,clean,automatic,4wd,compact,SUV,grey,ma,9.392578591964389,11.494231822522975
112630,2014,kia,forte koup,excellent,4 cylinders,gas,clean,automatic,fwd,mid-size,coupe,black,ky,8.984693690443855,11.127410032169685
36876,2016,mercedes-benz,metris passenger van,good,4 cylinders,gas,clean,automatic,rwd,full-size,van,silver,ny,10.021270588192511,10.514285200079048
293128,2015,ram,promaster city,good,4 cylinders,gas,clean,automatic,fwd,full-size,truck,white,wv,9.79757132694458,11.19237578889283
153226,2019,dodge,charger,excellent,8 cylinders,gas,clean,automatic,4wd,compact,sedan,black,fl,10.404232536959167,9.564863001346772
82685,2016,subaru,wrx sti,like new,4 cylinders,gas,clean,manual,4wd,full-size,sedan,grey,co,10.305613759378778,10.827944847076676
35189,2012,chevrolet,silverado ls 1500,excellent,8 cylinders,gas,clean,automatic,4wd,full-size,truck,silver,ny,9.680031452383618,11.478437534511555
237938,2010,ford,f250 super duty,excellent,8 cylinders,gas,clean,automatic,4wd,mid-size,pickup,white,ga,10.789319076925574,9.025575833531088
76277,2006,chevrolet,silverado 2500hd,excellent,8 cylinders,diesel,clean,automatic,4wd,full-size,pickup,grey,vt,9.546098067659527,12.073694872944385
293133,2003,gmc,c7e042,good,6 cylinders,diesel,clean,automatic,rwd,full-size,truck,white,wv,10.274706221915702,10.365585010210767
275996,2013,subaru,forester,like new,4 cylinders,gas,clean,other,4wd,full-size,SUV,green,ky,9.2093398716426,11.338691118358893
62596,2012,honda,civic hybrid,excellent,4 cylinders,hybrid,clean,automatic,fwd,full-size,sedan,grey,wi,9.158520623246385,10.772896298510153
365404,2006,chrysler,pacifica limited awd,like new,6 cylinders,gas,clean,automatic,4wd,mid-size,SUV,silver,oh,8.516192691082654,11.626343432005784
226905,1976,chevrolet,monte carlo,excellent,8 cylinders,gas,clean,automatic,rwd,full-size,coupe,blue,oh,9.464982590349763,11.492824793263226
115891,1993,honda,civic del sol,excellent,4 cylinders,gas,clean,automatic,fwd,sub-compact,coupe,white,fl,8.411832675758411,11.39800831872689
7365,2007,hyundai,santa fe,good,6 cylinders,gas,clean,automatic,4wd,full-size,SUV,blue,ma,8.516192691082654,11.87066983686698
25546,2005,honda,accord,excellent,6 cylinders,gas,clean,automatic,rwd,compact,sedan,brown,nm,8.476371196895983,11.911768696769506
270949,1999,chevrolet,silverado 1500,excellent,8 cylinders,gas,clean,automatic,rwd,full-size,truck,white,wa,8.292798858200374,12.430539321129263
366380,2013,volkswagen,passat,good,4 cylinders,diesel,clean,automatic,fwd,mid-size,sedan,black,or,9.392245175273795,10.93287479991082
120404,2015,chevrolet,silverado 1500 ls 4x4,like new,8 cylinders,gas,clean,automatic,4wd,full-size,pickup,black,fl,10.106224294072675,11.04928554431096
289874,2012,ford,super duty f-550 drw,excellent,10 cylinders,gas,clean,automatic,4wd,full-size,pickup,white,ga,10.645377277084064,11.963988345395801
330718,2008,cadillac,sts,excellent,6 cylinders,gas,clean,automatic,rwd,full-size,sedan,brown,mn,8.594154232552366,11.644041442827765
223907,2012,ford,f-150,good,6 cylinders,gas,clean,automatic,4wd,full-size,truck,red,va,9.680344001221918,11.561810862700039
285405,2003,gmc,sierra 2500hd,good,8 cylinders,diesel,clean,automatic,4wd,full-size,truck,blue,ga,9.998343083548807,11.30875086020362
54015,2009,ford,escape xlt 4x4,good,6 cylinders,gas,clean,automatic,4wd,mid-size,SUV,red,ia,8.516192691082654,11.92775987708234
